"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"59153261",647,898.2,NA,11,0,0,"2016-06"
"59153262",874,13384.4,NA,4,0,0,"2016-06"
"59153263",323,1615,NA,4,0,0,"2016-06"
"59153264",460,5342.6,NA,4,0,0,"2016-06"
"59153265",571,5381.7,NA,5,0,0,"2016-06"
"59153266",822,3474.2,NA,6,0,0,"2016-06"
"59153267",711,4107.5,NA,6,0,0,"2016-06"
"59153268",462,4652.6,NA,2,0,0,"2016-06"
"59153269",369,2997.6,NA,5,0,0,"2016-06"
"59153270",484,5475.1,NA,3,0,0,"2016-06"
"59153271",473,3430,NA,4,0,0,"2016-06"
"59153272",472,5124.9,NA,2,0,0,"2016-06"
"59153273",645,5718.1,NA,4,0,0,"2016-06"
"59153274",738,6542.6,NA,2,0,0,"2016-06"
"59153275",600,15384.6,NA,4,0,0,"2016-06"
"59153276",651,6471.2,NA,4,0,0,"2016-06"
"59153277",405,8019.8,NA,1,0,0,"2016-06"
"59153278",430,8464.6,NA,2,0,0,"2016-06"
"59153279",485,4894,NA,6,0,0,"2016-06"
"59153280",599,6776,NA,4,0,0,"2016-06"
"59153281",598,7706.2,NA,4,0,0,"2016-06"
"59153282",616,4301.7,NA,6,0,0,"2016-06"
"59153283",597,5899.2,NA,6,0,0,"2016-06"
"59153284",560,7320.3,NA,3,0,0,"2016-06"
"59153285",573,7629.8,NA,4,0,0,"2016-06"
"59153286",419,6801.9,NA,2,0,0,"2016-06"
"59153287",738,6833.3,NA,4,0,0,"2016-06"
"59153288",782,8584,NA,3,0,0,"2016-06"
"59153289",646,7801.9,NA,2,0,0,"2016-06"
"59153290",731,8213.5,NA,4,0,0,"2016-06"
"59153291",658,6728,NA,3,0,0,"2016-06"
"59153292",719,7140,NA,2,0,0,"2016-06"
"59153293",495,6111.1,NA,2,0,0,"2016-06"
"59153294",677,6534.7,NA,4,0,0,"2016-06"
"59153295",778,4079.7,NA,6,0,0,"2016-06"
"59153296",537,6540.8,NA,4,0,0,"2016-06"
"59153297",1004,11057.3,NA,4,0,0,"2016-06"
"59153298",612,7149.5,NA,5,0,0,"2016-06"
"59153299",531,7651.3,NA,4,0,0,"2016-06"
"59153300",513,7027.4,NA,4,0,0,"2016-06"
"59153301",434,7457,NA,2,0,0,"2016-06"
"59153302",525,9868.4,NA,2,0,0,"2016-06"
"59153303",486,7726.6,NA,2,0,0,"2016-06"
"59153304",666,8604.7,NA,5,0,0,"2016-06"
"59153305",747,7789.4,NA,3,0,0,"2016-06"
"59153306",834,6256.6,NA,3,0,0,"2016-06"
"59153307",412,5722.2,NA,4,0,0,"2016-06"
"59153308",706,7575.1,NA,4,0,0,"2016-06"
"59153370",846,35103.7,NA,4,0,0,"2016-06"
"59153371",896,35983.9,NA,3,0,0,"2016-06"
"59153372",972,31764.7,NA,3,0,0,"2016-06"
"59153373",1113,35110.4,NA,2,0,0,"2016-06"
"59153394",1299,22630.7,NA,4,0,0,"2016-06"
"59153400",884,18970,NA,3,0,0,"2016-06"
"59153464",1675,25150.2,NA,4,0,0,"2016-06"
"59153466",604,2335.7,NA,6,0,0,"2016-06"
"59153467",932,54823.5,NA,2,0,0,"2016-06"
"59153469",1063,31356.9,NA,2,0,0,"2016-06"
"59153470",813,11001.4,NA,4,0,0,"2016-06"
"59153471",1318,41708.9,NA,2,0,0,"2016-06"
"59153472",442,26626.5,NA,2,0,0,"2016-06"
"59153473",474,27558.1,NA,4,0,0,"2016-06"
"59153474",915,56832.3,NA,2,0,0,"2016-06"
"59153476",700,26819.9,NA,2,0,0,"2016-06"
"59153477",360,44444.4,NA,2,0,0,"2016-06"
"59153479",996,29467.5,NA,4,0,0,"2016-06"
"59153480",626,70337.1,NA,1,0,0,"2016-06"
"59153481",828,55570.5,NA,1,0,0,"2016-06"
"59153482",605,62371.1,NA,2,0,0,"2016-06"
"59153483",752,9894.7,NA,3,0,0,"2016-06"
"59153490",1162,11857.1,NA,3,0,0,"2016-06"
"59153491",1025,18911.4,NA,2,0,0,"2016-06"
"59153492",314,2665.5,NA,5,0,0,"2016-06"
"59153498",767,9044.8,NA,4,0,0,"2016-06"
"59153499",1128,68363.6,NA,2,0,0,"2016-06"
"59153500",401,11828.9,NA,2,0,0,"2016-06"
"59153539",1199,7145.4,NA,6,0,0,"2016-06"
"59153540",583,5789.5,NA,2,0,0,"2016-06"
"59153552",950,3816.8,NA,5,0,0,"2016-06"
"59153553",565,17879.7,NA,2,0,0,"2016-06"
"59153562",387,7385.5,NA,3,0,0,"2016-06"
"59153578",698,3221,NA,8,0,0,"2016-06"
"59153579",450,27108.4,NA,4,0,0,"2016-06"
"59153580",924,22814.8,NA,4,0,0,"2016-06"
"59153581",846,21804.1,NA,2,0,0,"2016-06"
"59153582",1078,29056.6,NA,2,0,0,"2016-06"
"59153583",1093,27601,NA,1,0,0,"2016-06"
"59153584",1876,19664.6,NA,5,0,0,"2016-06"
"59153585",730,5721,NA,5,0,0,"2016-06"
"59153586",1171,297.9,NA,47,0,0,"2016-06"
"59153587",753,49539.5,NA,2,0,0,"2016-06"
"59153588",920,28048.8,NA,4,0,0,"2016-06"
"59153589",936,28536.6,NA,3,0,0,"2016-06"
"59153590",434,24659.1,NA,1,0,0,"2016-06"
"59153591",871,22623.4,NA,4,0,0,"2016-06"
"59153668",366,23018.9,NA,3,0,0,"2016-06"
"59153669",513,30000,NA,2,0,0,"2016-06"
"59153670",705,41964.3,NA,2,0,0,"2016-06"
"59153671",419,26687.9,NA,1,0,0,"2016-06"
"59153672",657,41062.5,NA,1,0,0,"2016-06"
"59153673",669,37374.3,NA,2,0,0,"2016-06"
"59153674",620,35838.2,NA,2,0,0,"2016-06"
"59153675",727,41073.4,NA,4,0,0,"2016-06"
"59153676",832,26838.7,NA,2,0,0,"2016-06"
"59153677",412,26753.2,NA,2,0,0,"2016-06"
"59153678",604,34712.6,NA,3,0,0,"2016-06"
"59153679",694,9612.2,NA,4,0,0,"2016-06"
"59153680",758,29725.5,NA,4,0,0,"2016-06"
"59153681",966,40588.2,NA,2,0,0,"2016-06"
"59153682",741,14087.5,NA,4,0,0,"2016-06"
"59153683",1353,34080.6,NA,3,0,0,"2016-06"
"59153684",769,11308.8,NA,4,0,0,"2016-06"
"59153685",507,32088.6,NA,2,0,0,"2016-06"
"59153686",869,3564.4,NA,6,0,0,"2016-06"
"59153687",617,8714.7,NA,4,0,0,"2016-06"
"59153688",788,19650.9,NA,2,0,0,"2016-06"
"59153689",829,2763.3,NA,12,0,0,"2016-06"
"59153690",467,16738.4,NA,4,0,0,"2016-06"
"59153691",498,6475.9,NA,4,0,0,"2016-06"
"59153692",1393,18450.3,NA,4,0,0,"2016-06"
"59153799",285,4734.2,NA,3,0,0,"2016-06"
"59153800",422,4153.5,NA,3,0,0,"2016-06"
"59153801",364,4385.5,NA,4,0,0,"2016-06"
"59153805",707,5057.2,NA,6,0,0,"2016-06"
"59153806",549,5371.8,NA,5,0,0,"2016-06"
"59153807",410,7495.4,NA,1,0,0,"2016-06"
"59153809",853,7096.5,NA,5,0,0,"2016-06"
"59153810",329,2945.4,NA,5,0,0,"2016-06"
"59153812",472,1509.9,NA,9,0,0,"2016-06"
"59153814",365,5685.4,NA,2,0,0,"2016-06"
"59153815",692,7529.9,NA,2,0,0,"2016-06"
"59153816",408,6845.6,NA,3,0,0,"2016-06"
"59153818",788,5815.5,NA,5,0,0,"2016-06"
"59153821",435,6075.4,NA,4,0,0,"2016-06"
"59153825",752,6499.6,NA,3,0,0,"2016-06"
"59153826",520,4985.6,NA,3,0,0,"2016-06"
"59153831",590,7642.5,NA,4,0,0,"2016-06"
"59153832",3241,35113.8,NA,2,0,0,"2016-06"
"59153833",369,5332.4,NA,5,0,0,"2016-06"
"59153834",3714,17036.7,NA,8,0,0,"2016-06"
"59153835",307,17344.6,NA,1,0,0,"2016-06"
"59153836",244,13555.6,NA,3,0,0,"2016-06"
"59153838",367,13745.3,NA,2,0,0,"2016-06"
"59153839",1340,15296.8,NA,5,0,0,"2016-06"
"59153843",2110,42626.3,NA,4,0,0,"2016-06"
"59153845",3009,7322.9,NA,8,0,0,"2016-06"
"59153846",2012,40977.6,NA,4,0,0,"2016-06"
"59153847",1328,26991.9,NA,2,0,0,"2016-06"
"59153849",839,24109.2,NA,4,0,0,"2016-06"
"59153851",374,23821.7,NA,2,0,0,"2016-06"
"59153852",1203,24303,NA,2,0,0,"2016-06"
"59153955",656,18375.4,NA,3,0,0,"2016-06"
"59153956",954,19875,NA,4,0,0,"2016-06"
"59153986",1263,24195.4,NA,4,0,0,"2016-06"
"59153987",1333,15446.1,NA,4,0,0,"2016-06"
"59153988",1175,22169.8,NA,2,0,0,"2016-06"
"59153989",501,14073,NA,4,0,0,"2016-06"
"59153990",704,19340.7,NA,2,0,0,"2016-06"
"59153991",1115,10136.4,NA,3,0,0,"2016-06"
"59153994",612,22750.9,NA,2,0,0,"2016-06"
"59153995",197,2747.6,NA,6,0,0,"2016-06"
"59153996",797,61307.7,NA,1,0,0,"2016-06"
"59153997",949,7260.9,NA,4,0,0,"2016-06"
"59154000",1668,4425.6,NA,9,0,0,"2016-06"
"59154001",4685,16438.6,NA,8,0,0,"2016-06"
"59154002",1248,36598.2,NA,4,0,0,"2016-06"
"59154026",68,2000,NA,2,0,0,"2016-06"
"59154027",1499,17697.8,NA,5,0,0,"2016-06"
"59150307",632,2110.9,2.94402623176575,5,5,1,"2016-07"
"59150308",501,4575.3,2.51962971687317,2,2,1,"2016-07"
"59150309",745,6663.7,4.63057661056519,4,4,1,"2016-07"
"59150310",536,4895,3.67000007629395,1,1,1,"2016-07"
"59150311",532,6567.9,3.63744902610779,4,4,1,"2016-07"
"59150312",562,6445,3.67000031471252,2,2,1,"2016-07"
"59150313",1088,6296.3,4.0193567276001,4,4,1,"2016-07"
"59150328",556,2393.5,8.83687877655029,3,3,1,"2016-07"
"59150329",959,3109.6,6.54160022735596,8,8,1,"2016-07"
"59150330",506,6462.3,2.70999979972839,4,4,1,"2016-07"
"59150331",782,5068,2.79813885688782,4,4,1,"2016-07"
"59150332",683,6103.7,2.70622086524963,4,4,1,"2016-07"
"59150333",541,5426.3,2.87915086746216,4,4,1,"2016-07"
"59150334",507,5767.9,2.70000004768372,4,4,1,"2016-07"
"59150335",618,6457.7,2.96283578872681,4,4,1,"2016-07"
"59150336",597,4396.2,3.06455445289612,6,6,1,"2016-07"
"59150337",449,4586.3,2.77083420753479,3,3,1,"2016-07"
"59150338",513,6812.7,2.9245343208313,3,3,1,"2016-07"
"59150339",631,6498.5,2.67364287376404,3,3,1,"2016-07"
"59150340",581,7326.6,2.93236207962036,4,4,1,"2016-07"
"59150341",494,7635.2,4.26720333099365,3,3,1,"2016-07"
"59150342",445,5548.6,3.38957595825195,6,6,1,"2016-07"
"59150343",505,8305.9,5.1127815246582,3,3,1,"2016-07"
"59150344",490,8419.2,3.49534773826599,2,2,1,"2016-07"
"59150345",632,7400.5,3.66999983787537,3,3,1,"2016-07"
"59150346",418,6066.8,3.51902890205383,4,4,1,"2016-07"
"59150347",542,8262.2,3.85713458061218,4,4,1,"2016-07"
"59150348",569,14515.3,3.87489080429077,2,2,1,"2016-07"
"59150349",411,11480.4,3.66999983787537,1,1,1,"2016-07"
"59150350",572,5607.8,6.5321831703186,4,4,1,"2016-07"
"59150351",415,14664.3,5.7506422996521,2,2,1,"2016-07"
"59150352",771,13743.3,7.68842315673828,2,2,1,"2016-07"
"59150353",490,11807.2,5.01083660125732,2,2,1,"2016-07"
"59150354",549,12767.4,4.67916250228882,2,2,1,"2016-07"
"59150355",519,18872.7,5.22298765182495,4,4,1,"2016-07"
"59150356",479,5622.1,4.34674549102783,4,4,1,"2016-07"
"59150357",924,10620.7,5.34000015258789,2,2,1,"2016-07"
"59150358",545,6278.8,4.89485168457031,4,4,1,"2016-07"
"59150359",496,11753.6,5.06050157546997,6,6,1,"2016-07"
"59150360",642,7287.2,3.54985523223877,3,3,1,"2016-07"
"59150361",524,9323.8,3.70000004768372,2,2,1,"2016-07"
"59150362",427,7625,3.47944188117981,2,2,1,"2016-07"
"59150363",480,4938.3,3.48421263694763,4,4,1,"2016-07"
"59150364",493,8529.4,2.65776467323303,4,4,1,"2016-07"
"59150365",361,5348.1,2.50421690940857,4,4,1,"2016-07"
"59150366",636,5422,3.3498547077179,3,3,1,"2016-07"
"59150367",1245,12266,3.09608435630798,5,5,1,"2016-07"
"59150368",509,6869.1,3.98316311836243,4,4,1,"2016-07"
"59150369",537,6929,3.27536392211914,3,3,1,"2016-07"
"59150370",1317,11624,3.30837059020996,4,4,1,"2016-07"
"59150371",535,7514,3.98889946937561,4,4,1,"2016-07"
"59150372",709,7227.3,4.24123096466064,3,3,1,"2016-07"
"59150373",719,6129.6,3.05759572982788,6,6,1,"2016-07"
"59150375",474,6422.8,2.40626287460327,3,3,1,"2016-07"
"59150376",465,6888.9,2.74524927139282,4,4,1,"2016-07"
"59150377",503,7518.7,2.82000017166138,2,2,1,"2016-07"
"59150378",862,14887.7,2.82000017166138,1,1,1,"2016-07"
"59150379",578,7234,2.50519227981567,4,4,1,"2016-07"
"59150380",591,10404.9,2.29999995231628,2,2,1,"2016-07"
"59150381",638,8775.8,2.38219356536865,2,2,1,"2016-07"
"59150382",583,8740.6,3.09653902053833,4,4,1,"2016-07"
"59150383",538,8485.8,2.80241370201111,4,4,1,"2016-07"
"59150384",468,8055.1,3.7872896194458,2,2,1,"2016-07"
"59150385",512,7441.9,3.03999996185303,2,2,1,"2016-07"
"59150386",586,5250.9,3.57927274703979,4,4,1,"2016-07"
"59150387",482,7566.7,3.09400367736816,4,4,1,"2016-07"
"59150388",787,2799.7,3.74611568450928,6,6,1,"2016-07"
"59150389",702,6868.9,3.09706211090088,4,4,1,"2016-07"
"59150390",601,5235.2,3.3626868724823,2,2,1,"2016-07"
"59150391",516,7701.5,3.17153429985046,3,3,1,"2016-07"
"59150392",503,3674.2,3.22609448432922,3,3,1,"2016-07"
"59150393",596,7137.7,3.10999989509583,1,1,1,"2016-07"
"59150394",617,7820,3.10999989509583,2,2,1,"2016-07"
"59150395",748,9432.5,2.99816226959229,4,4,1,"2016-07"
"59150396",660,5246.4,3.09357333183289,4,4,1,"2016-07"
"59150397",456,7651,3.10075616836548,2,2,1,"2016-07"
"59150398",492,7687.5,3.10246753692627,4,4,1,"2016-07"
"59150399",478,7320.1,3.0984091758728,2,2,1,"2016-07"
"59150400",711,7414,2.94584369659424,6,6,1,"2016-07"
"59150401",623,6720.6,3.65905928611755,2,2,1,"2016-07"
"59150402",702,4117.3,2.93337249755859,4,4,1,"2016-07"
"59150403",649,6838.8,3.76999974250793,4,4,1,"2016-07"
"59150404",537,9538.2,3.76999974250793,2,2,1,"2016-07"
"59150405",473,7221.4,3.76993870735168,3,3,1,"2016-07"
"59150406",739,6621.9,3.92309045791626,5,5,1,"2016-07"
"59150407",767,7899.1,3.90576171875,4,4,1,"2016-07"
"59150408",753,9194.1,4.4428277015686,6,6,1,"2016-07"
"59150409",482,8087.2,3.81964468955994,4,4,1,"2016-07"
"59150410",581,6693.5,2.37999987602234,2,2,1,"2016-07"
"59150412",448,7593.2,2.38000011444092,4,4,1,"2016-07"
"59150414",649,9140.8,2.57540559768677,4,4,1,"2016-07"
"59150415",886,7540.4,2.61895108222961,4,4,1,"2016-07"
"59150416",663,7424.4,2.68999981880188,2,2,1,"2016-07"
"59150417",484,6816.9,2.90661358833313,4,4,1,"2016-07"
"59150419",447,4890.6,2.57205557823181,4,4,1,"2016-07"
"59150420",556,6457.6,2.70511865615845,4,4,1,"2016-07"
"59150421",642,6400.8,2.81709718704224,5,5,1,"2016-07"
"59150422",894,10275.9,2.71999979019165,2,2,1,"2016-07"
"59150423",468,3518.8,3.10456132888794,4,4,1,"2016-07"
"59150424",862,5727.6,2.74071860313416,4,4,1,"2016-07"
"59150425",388,4439.4,3.6278510093689,4,4,1,"2016-07"
"59150426",634,2536,2.68244624137878,7,7,1,"2016-07"
"59150427",568,5541.5,3.48055720329285,4,4,1,"2016-07"
"59150428",589,3918.8,3.51211452484131,4,4,1,"2016-07"
"59150429",562,5137.1,3.70462679862976,3,3,1,"2016-07"
"59150430",545,6550.5,3.7110767364502,4,4,1,"2016-07"
"59150431",600,5763.7,3.83787536621094,4,4,1,"2016-07"
"59150432",878,6626.4,3.96583890914917,6,6,1,"2016-07"
"59150433",496,7873,4.36066913604736,3,3,1,"2016-07"
"59150434",477,6943.2,4.81524085998535,3,3,1,"2016-07"
"59150435",598,8704.5,4.77234983444214,3,3,1,"2016-07"
"59150436",776,7152.1,4.16468048095703,6,6,1,"2016-07"
"59150437",1252,12061.7,4.39463663101196,7,7,1,"2016-07"
"59150438",819,9285.7,3.57000017166138,2,2,1,"2016-07"
"59150439",507,4941.5,3.47110176086426,6,6,1,"2016-07"
"59150440",642,5676.4,3.59707951545715,4,4,1,"2016-07"
"59150441",651,5641.2,3.05383586883545,3,3,1,"2016-07"
"59150442",641,6116.4,3.1785626411438,6,6,1,"2016-07"
"59150443",690,5817.9,2.63279914855957,2,2,1,"2016-07"
"59150444",764,7527.1,3.19236421585083,2,2,1,"2016-07"
"59150445",627,7108.8,2.74411034584045,8,8,1,"2016-07"
"59150446",507,6057.3,2.6957368850708,2,2,1,"2016-07"
"59150447",693,8794.4,2.7057626247406,4,4,1,"2016-07"
"59150448",636,6278.4,2.83919787406921,2,2,1,"2016-07"
"59150449",617,5215.6,2.59077215194702,6,6,1,"2016-07"
"59150450",575,4107.1,2.75503587722778,4,4,1,"2016-07"
"59150451",506,6239.2,2.97999978065491,2,2,1,"2016-07"
"59150452",424,5083.9,2.98239898681641,5,5,1,"2016-07"
"59150453",632,6112.2,3.14690947532654,2,2,1,"2016-07"
"59150454",683,4526.2,3.13489294052124,4,4,1,"2016-07"
"59150455",822,5425.7,3.36066651344299,4,4,1,"2016-07"
"59150457",731,5285.6,4.02349710464478,4,4,1,"2016-07"
"59150459",678,6759.7,4.29447078704834,4,4,1,"2016-07"
"59150460",516,8113.2,4.06252527236938,3,3,1,"2016-07"
"59150461",369,8443.9,3.9495153427124,2,2,1,"2016-07"
"59150462",449,10490.7,3.25999999046326,1,1,1,"2016-07"
"59150463",555,5787.3,3.56157732009888,4,4,1,"2016-07"
"59150465",518,7719.8,3.54728198051453,4,4,1,"2016-07"
"59150466",481,8016.7,3.54227733612061,2,2,1,"2016-07"
"59150468",564,6706.3,3.65454602241516,2,2,1,"2016-07"
"59150469",641,7798.1,3.56170511245728,4,4,1,"2016-07"
"59150470",578,9059.6,3.49568152427673,4,4,1,"2016-07"
"59150471",634,8544.5,3.49541282653809,3,3,1,"2016-07"
"59150472",472,8054.6,3.49296903610229,4,4,1,"2016-07"
"59150473",658,7852,4.1100001335144,2,2,1,"2016-07"
"59150474",649,7707.8,3.51051115989685,4,4,1,"2016-07"
"59150475",696,8477.5,4.1100001335144,1,1,1,"2016-07"
"59150476",896,5848.6,4.07311105728149,5,5,1,"2016-07"
"59150477",615,7834.4,3.65321588516235,6,6,1,"2016-07"
"59150478",765,7758.6,3.33245420455933,2,2,1,"2016-07"
"59150479",472,2862.3,3.49973177909851,4,4,1,"2016-07"
"59150480",535,8346.3,3.11709451675415,4,4,1,"2016-07"
"59150481",477,8457.4,3.24000024795532,2,2,1,"2016-07"
"59150482",846,9505.6,3.17611765861511,4,4,1,"2016-07"
"59150483",502,8422.8,3.23999977111816,2,2,1,"2016-07"
"59150484",697,7676.2,3.23525929450989,4,4,1,"2016-07"
"59150485",538,3907,3.17567181587219,4,4,1,"2016-07"
"59150486",585,9766.3,3.49967265129089,4,4,1,"2016-07"
"59150487",437,2629.4,7.68584728240967,5,5,1,"2016-07"
"59150488",472,6742.9,9.65830993652344,4,4,1,"2016-07"
"59150489",572,4758.7,10.1889066696167,2,2,1,"2016-07"
"59150490",524,5586.4,4.01783466339111,2,2,1,"2016-07"
"59150491",470,15932.2,3.58798551559448,3,3,1,"2016-07"
"59150492",576,8067.2,3.01999974250793,2,2,1,"2016-07"
"59150493",464,12817.7,7.40823650360107,4,4,1,"2016-07"
"59150494",404,15419.8,7.35228490829468,2,2,1,"2016-07"
"59150495",635,992.3,7.06007862091064,11,11,1,"2016-07"
"59150496",599,17163.3,7.12019062042236,4,4,1,"2016-07"
"59150497",624,20064.3,7.50903511047363,2,2,1,"2016-07"
"59150498",600,15957.4,6.71036195755005,4,4,1,"2016-07"
"59150499",629,17818.7,6.31152009963989,2,2,1,"2016-07"
"59150500",722,15833.3,6.31001234054565,2,2,1,"2016-07"
"59150503",527,12370.9,6.22476530075073,4,4,1,"2016-07"
"59150504",1013,4640.4,2.64673662185669,5,5,1,"2016-07"
"59150505",646,6140.7,3.24069356918335,5,5,1,"2016-07"
"59150506",386,4478,2.42000007629395,2,2,1,"2016-07"
"59150507",474,3220.1,2.62038731575012,4,4,1,"2016-07"
"59150508",464,3668,2.42073035240173,4,4,1,"2016-07"
"59150509",427,2583.2,2.26641249656677,4,4,1,"2016-07"
"59150510",459,2462.4,2.39582371711731,5,5,1,"2016-07"
"59150511",346,2709.5,2.43567228317261,6,6,1,"2016-07"
"59150512",459,2075,2.41070008277893,4,4,1,"2016-07"
"59150513",471,2783.7,2.3671600818634,4,4,1,"2016-07"
"59150514",608,3018.9,2.81767344474792,6,6,1,"2016-07"
"59150515",383,1847.6,2.36039185523987,6,6,1,"2016-07"
"59150516",471,3062.4,2.9554591178894,4,4,1,"2016-07"
"59150517",406,2976.5,3.31933617591858,3,3,1,"2016-07"
"59150518",414,3174.8,3.6064977645874,4,4,1,"2016-07"
"59150519",403,2583.3,3.69894909858704,6,6,1,"2016-07"
"59150520",1012,6155.7,4.16737842559814,6,6,1,"2016-07"
"59150521",608,3855.4,3.32511281967163,4,4,1,"2016-07"
"59150522",585,4791.2,3.29999995231628,3,3,1,"2016-07"
"59150523",613,5239.3,3.31501078605652,6,6,1,"2016-07"
"59150524",502,5796.8,3.36557817459106,3,3,1,"2016-07"
"59150525",523,6339.4,3.89910936355591,2,2,1,"2016-07"
"59150526",559,6817.1,3.59896373748779,4,4,1,"2016-07"
"59150527",561,8806.9,3.68221259117126,4,4,1,"2016-07"
"59150528",552,7206.3,3.8840160369873,4,4,1,"2016-07"
"59150529",537,5587.9,3.88807034492493,4,4,1,"2016-07"
"59150530",581,11785,3.89161729812622,2,2,1,"2016-07"
"59150531",757,4358.1,3.97035670280457,4,4,1,"2016-07"
"59150532",595,6356.8,3.71394348144531,3,3,1,"2016-07"
"59150533",620,6391.8,3.54386281967163,2,2,1,"2016-07"
"59150534",535,5437,3.39712071418762,6,6,1,"2016-07"
"59150535",599,6427,3.40192985534668,3,3,1,"2016-07"
"59150536",516,10320,3.51729154586792,4,4,1,"2016-07"
"59150537",586,6666.7,3.67000007629395,2,2,1,"2016-07"
"59150538",186,2336.7,3.38939785957336,3,3,1,"2016-07"
"59150539",483,5149.3,3.34403967857361,2,2,1,"2016-07"
"59150540",572,4677,3.76310658454895,4,4,1,"2016-07"
"59150541",733,3087.6,3.36379027366638,5,5,1,"2016-07"
"59150542",456,4672.1,4.77094030380249,2,2,1,"2016-07"
"59150543",515,2200.9,5.47955751419067,5,5,1,"2016-07"
"59150544",782,3927.7,5.85960578918457,6,6,1,"2016-07"
"59150545",660,1444.5,5.53923940658569,7,7,1,"2016-07"
"59150546",653,3809.8,6.2403244972229,5,5,1,"2016-07"
"59150547",504,10478.2,6.09997129440308,2,2,1,"2016-07"
"59150548",397,2713.6,3.67280387878418,4,4,1,"2016-07"
"59150549",467,3092.7,3.67462491989136,6,6,1,"2016-07"
"59150550",627,3013,5.95682239532471,6,6,1,"2016-07"
"59150551",470,2888.8,3.40151786804199,3,3,1,"2016-07"
"59150552",440,2679.7,2.6549665927887,6,6,1,"2016-07"
"59150553",583,1734.6,2.54042267799377,8,8,1,"2016-07"
"59150554",482,2013.4,2.67263913154602,6,6,1,"2016-07"
"59150555",658,3801.3,3.08550453186035,4,4,1,"2016-07"
"59150556",848,6945.1,3.10220861434937,5,5,1,"2016-07"
"59150557",602,5663.2,2.87708282470703,4,4,1,"2016-07"
"59150558",568,8377.6,2.87204742431641,2,2,1,"2016-07"
"59150559",453,5061.5,2.06448698043823,4,4,1,"2016-07"
"59150560",580,3884.8,1.96432173252106,4,4,1,"2016-07"
"59150561",536,1949.1,1.26970136165619,6,6,1,"2016-07"
"59150562",561,3085.8,2.18612098693848,5,5,1,"2016-07"
"59150563",652,15305.2,2.60996866226196,2,2,1,"2016-07"
"59150564",616,6821.7,2.58603692054749,6,6,1,"2016-07"
"59150565",541,4692.1,2.59735536575317,3,3,1,"2016-07"
"59150566",536,11166.7,2.75796222686768,2,2,1,"2016-07"
"59150567",567,13247.7,2.54972147941589,4,4,1,"2016-07"
"59150568",576,12281.4,2.52494502067566,4,4,1,"2016-07"
"59150569",842,12719,3.28183269500732,2,2,1,"2016-07"
"59150570",500,7518.8,3.01551985740662,4,4,1,"2016-07"
"59150571",566,1826.4,2.93489527702332,6,6,1,"2016-07"
"59150572",341,2567.8,2.48983263969421,6,6,1,"2016-07"
"59150573",1430,23793.7,2.09999990463257,2,2,1,"2016-07"
"59150575",695,3084.8,2.61545467376709,6,6,1,"2016-07"
"59150577",819,3941.3,3.40482139587402,6,6,1,"2016-07"
"59150578",463,1994,2.49317312240601,5,5,1,"2016-07"
"59150579",413,3453.2,2.39472055435181,4,4,1,"2016-07"
"59150580",473,3490.8,2.45725846290588,6,6,1,"2016-07"
"59150581",366,3262,2.29999995231628,2,2,1,"2016-07"
"59150582",580,3800.8,2.41714596748352,3,3,1,"2016-07"
"59150583",567,5178.1,3.53009414672852,5,5,1,"2016-07"
"59150584",615,6902.4,4.5724024772644,4,4,1,"2016-07"
"59150585",480,3915.2,3.84376740455627,4,4,1,"2016-07"
"59150586",541,3063.4,4.4265661239624,6,6,1,"2016-07"
"59150587",577,6601.8,3.8220431804657,3,3,1,"2016-07"
"59150588",585,5993.9,3.59343814849854,4,4,1,"2016-07"
"59150589",468,4829.7,3.06204891204834,4,4,1,"2016-07"
"59150590",545,5601.2,2.88000011444092,4,4,1,"2016-07"
"59150591",625,5487.3,2.69358158111572,4,4,1,"2016-07"
"59150592",617,6283.1,3.56707835197449,4,4,1,"2016-07"
"59150593",547,6519.7,3.06948256492615,4,4,1,"2016-07"
"59150594",452,6776.6,3.28276824951172,3,3,1,"2016-07"
"59150595",666,7551,2.89838433265686,4,4,1,"2016-07"
"59150596",476,6898.6,3.01125812530518,4,4,1,"2016-07"
"59150597",731,8849.9,3.85250377655029,4,4,1,"2016-07"
"59150598",594,7217.5,3.55560755729675,2,2,1,"2016-07"
"59150599",624,16124,4.35258674621582,4,4,1,"2016-07"
"59150600",504,4476,3.28393197059631,4,4,1,"2016-07"
"59150601",730,10082.9,3.64716696739197,2,2,1,"2016-07"
"59150602",415,7230,2.11369562149048,4,4,1,"2016-07"
"59150603",424,6962.2,2.33407688140869,4,4,1,"2016-07"
"59150604",630,10880.8,1.99154078960419,2,2,1,"2016-07"
"59150605",470,6901.6,2.18827366828918,3,3,1,"2016-07"
"59150606",714,9026.5,2.14867520332336,4,4,1,"2016-07"
"59150607",819,9403,1.86638629436493,3,3,1,"2016-07"
"59150608",620,7077.6,3.37120676040649,5,5,1,"2016-07"
"59150609",514,6692.7,3.75608921051025,4,4,1,"2016-07"
"59150610",675,12688,3.47500467300415,4,4,1,"2016-07"
"59150611",682,8868.7,4.21165227890015,2,2,1,"2016-07"
"59150612",562,7168.4,4.17476749420166,3,3,1,"2016-07"
"59150613",653,10171.3,4.30666399002075,2,2,1,"2016-07"
"59150614",639,9726,3.66131615638733,4,4,1,"2016-07"
