name,date,total_ntl,total_pixels,weighted_ntl_mean,prev_weighted_ntl_mean,pct_change
Arbutus Ridge,11月 2015,111.36015486717226,37,3.00973391532898,2.61419320106506,15.130508108688026
Arbutus Ridge,1月 2016,118.51708936691281,37,3.20316457748413,3.00973391532898,6.426835979419364
Arbutus Ridge,3月 2016,117.3296995162963,37,3.1710729598999,3.20316457748413,-1.001872267501024
Arbutus Ridge,5月 2016,100.57210206985455,37,2.71816492080688,3.1710729598999,-14.282485607247493
Arbutus Ridge,7月 2016,92.34774112701427,37,2.49588489532471,2.71816492080688,-8.177576856380977
Arbutus Ridge,9月 2016,97.33816242218018,37,2.63076114654541,2.49588489532471,5.403945168839722
Arbutus Ridge,11月 2016,82.96012592315664,37,2.24216556549072,2.63076114654541,-14.771222448870942
Arbutus Ridge,1月 2017,117.78952836990355,37,3.18350076675415,2.24216556549072,41.983304701114236
Arbutus Ridge,3月 2017,129.52330636978164,37,3.5006299018859903,3.18350076675415,9.961647832589673
Arbutus Ridge,5月 2017,122.417827606201,37,3.30858993530273,3.5006299018859903,-5.485868885476795
Arbutus Ridge,7月 2017,132.05184459686265,37,3.5689687728881796,3.30858993530273,7.869782677121801
Arbutus Ridge,9月 2017,99.10043978691108,37,2.67839026451111,3.5689687728881796,-24.9533847183642
Arbutus Ridge,11月 2017,109.19470024108874,37,2.95120811462402,2.67839026451111,10.185888655875454
Arbutus Ridge,1月 2018,112.05507636070237,37,3.02851557731628,2.95120811462402,2.619519182980736
Arbutus Ridge,3月 2018,127.54560828208932,37,3.44717860221863,3.02851557731628,13.824034059397123
Arbutus Ridge,5月 2018,119.36078524589526,37,3.22596716880798,3.44717860221863,-6.417173547906017
Arbutus Ridge,7月 2018,127.88148641586304,37,3.45625638961792,3.22596716880798,7.138610182912486
Arbutus Ridge,9月 2018,103.13414430618288,37,2.78740930557251,3.45625638961792,-19.351778590689246
Arbutus Ridge,11月 2018,103.99771499633796,37,2.81074905395508,2.78740930557251,0.8373276337963543
Arbutus Ridge,1月 2019,101.66120290756213,37,2.74760007858276,2.81074905395508,-2.2466956017813535
Arbutus Ridge,3月 2019,123.06503367424015,37,3.32608199119568,2.74760007858276,21.05407978119242
Arbutus Ridge,5月 2019,113.80436849594098,37,3.07579374313354,3.32608199119568,-7.5250173845583666
Arbutus Ridge,7月 2019,123.63875675201427,37,3.34158802032471,3.07579374313354,8.641485723304244
Arbutus Ridge,9月 2019,116.18341779708874,37,3.14009237289429,3.34158802032471,-6.029936850528932
Arbutus Ridge,11月 2019,119.47969007492053,37,3.22918081283569,3.14009237289429,2.837128000132202
Arbutus Ridge,1月 2020,219.4056711196898,37,5.92988300323486,3.22918081283569,83.6342820960701
Arbutus Ridge,3月 2020,126.98786091804494,37,3.43210434913635,5.92988300323486,-42.12188761120457
Arbutus Ridge,5月 2020,119.22471380233758,37,3.22228956222534,3.43210434913635,-6.1132985937274125
Arbutus Ridge,7月 2020,108.88323998451216,37,2.94279026985168,3.22228956222534,-8.67393469693752
Arbutus Ridge,9月 2020,108.96004867553704,37,2.94486618041992,2.94279026985168,0.07054225336773991
Arbutus Ridge,11月 2020,104.56928563117998,37,2.82619690895081,2.94486618041992,-4.029699965931507
Arbutus Ridge,1月 2021,79.23713183403028,37,2.14154410362244,2.82619690895081,-24.225233675686763
Arbutus Ridge,3月 2021,118.47649288177507,37,3.20206737518311,2.14154410362244,49.521430343964695
Arbutus Ridge,5月 2021,114.5635545253752,37,3.0963122844696,3.20206737518311,-3.3027128514890247
Arbutus Ridge,7月 2021,113.83898401260377,37,3.07672929763794,3.0963122844696,-0.6324616199045546
Arbutus Ridge,9月 2021,102.13273787498476,37,2.76034426689148,3.07672929763794,-10.283161114933135
Arbutus Ridge,11月 2021,103.47755599021895,37,2.79669070243835,2.76034426689148,1.316735596455188
Arbutus Ridge,1月 2022,89.60098576545698,37,2.42164826393127,2.79669070243835,-13.410222238021957
Arbutus Ridge,3月 2022,121.79479241371162,37,3.29175114631653,2.42164826393127,35.93019247860328
