"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date","pct_change"
59153281,598,7706.2,4.22839736938477,4,4,1,"2018-05",13.5872730287562
59153282,616,4301.7,3.37989616394043,6,6,1,"2018-05",-6.95462142338455
59153283,597,5899.2,3.37542748451233,6,6,1,"2018-05",-7.6052560752797
59153284,560,7320.3,3.33360195159912,3,3,1,"2018-05",-6.49813406061929
59153285,573,7629.8,3.13170552253723,4,4,1,"2018-05",-4.43409029216248
59153286,419,6801.9,3.38547992706299,2,2,1,"2018-05",-4.55980200758892
59153287,738,6833.3,3.25285768508911,4,4,1,"2018-05",-6.66120185382211
59153288,782,8584,3.22402882575989,3,3,1,"2018-05",-8.23017004679311
59153289,646,7801.9,3.452885389328,2,2,1,"2018-05",-3.40524267359735
59153290,731,8213.5,3.52949094772339,4,4,1,"2018-05",-6.28907797934577
59153291,658,6728,3.75632047653198,3,3,1,"2018-05",-4.28299012839276
59153292,719,7140,3.40760803222656,2,2,1,"2018-05",-9.94188725559246
59153293,495,6111.1,4.83453178405762,2,2,1,"2018-05",19.3127115737972
59153294,677,6534.7,3.62580680847168,4,4,1,"2018-05",4.84968549374466
59153295,778,4079.7,3.50016689300537,6,6,1,"2018-05",4.46366074131893
59153296,537,6540.8,4.06289911270142,4,4,1,"2018-05",-3.72393995133834
59153297,1004,11057.3,4.01211214065552,4,4,1,"2018-05",-1.7935325029327
59153298,612,7149.5,4.08937120437622,5,5,1,"2018-05",-3.56062994817761
59153299,531,7651.3,4.10702085494995,4,4,1,"2018-05",1.94867321266779
59153300,513,7027.4,4.08977031707764,4,4,1,"2018-05",-27.1853471300387
59153301,434,7457,5.0925145149231,2,2,1,"2018-05",9.20496410323129
59153302,525,9868.4,5.04385471343994,2,2,1,"2018-05",-20.5599815611541
59153303,486,7726.6,4.46278810501099,2,2,1,"2018-05",-27.2525722179398
59153304,666,8604.7,4.73724126815796,5,5,1,"2018-05",-27.9730005916751
59153305,747,7789.4,4.97057676315308,3,3,1,"2018-05",-24.290307082385
59153306,834,6256.6,4.50241899490356,3,3,1,"2018-05",-29.6716750213729
59153307,412,5722.2,4.90934991836548,4,4,1,"2018-05",-6.20274391729895
59153308,706,7575.1,4.78507423400879,4,4,1,"2018-05",23.1815792067619
59153370,846,35103.7,9.50951862335205,4,4,1,"2018-05",-12.773267686339
59153371,896,35983.9,6.76743459701538,3,3,1,"2018-05",-28.211996362936
59153372,972,31764.7,5.86820983886719,3,3,1,"2018-05",44.4674034900307
59153373,1113,35110.4,6.0799994468689,2,2,1,"2018-05",45.7971561358163
59153394,1299,22630.7,1.39408791065216,4,4,1,"2018-05",-57.2678627348596
59153400,884,18970,5.90980768203735,3,3,1,"2018-05",-9.30426106817812
59153464,1675,25150.2,23.9604663848877,4,4,1,"2018-05",-33.2698320657693
59153466,604,2335.7,16.903938293457,6,6,1,"2018-05",-40.4394807833427
59153467,932,54823.5,12.5501918792725,2,2,1,"2018-05",-76.6858575009864
59153469,1063,31356.9,12.5582427978516,2,2,1,"2018-05",-13.8329032810673
59153470,813,11001.4,12.5539922714233,4,4,1,"2018-05",-65.4019605410702
59153471,1318,41708.9,12.5503816604614,2,2,1,"2018-05",12.1167241575987
59153472,442,26626.5,12.5500001907349,2,2,1,"2018-05",-61.9384182109325
59153473,474,27558.1,11.5842733383179,4,4,1,"2018-05",-39.4985443180588
59153474,915,56832.3,10.2544412612915,2,2,1,"2018-05",-2.96527940967867
59153476,700,26819.9,8.88198757171631,2,2,1,"2018-05",-29.3434776133772
59153477,360,44444.4,7.7643461227417,2,2,1,"2018-05",-35.6982544359792
59153479,996,29467.5,16.3026428222656,4,4,1,"2018-05",-1.50692805251711
59153480,626,70337.1,12.6000003814697,1,1,1,"2018-05",-11.3924040445717
59153481,828,55570.5,12.6000003814697,1,1,1,"2018-05",-11.3924040445717
59153482,605,62371.1,16.5823173522949,2,2,1,"2018-05",-0.344476511933561
59153483,752,9894.7,14.5696086883545,3,3,1,"2018-05",-33.5583435753048
59153490,1162,11857.1,1.86298787593842,3,3,1,"2018-05",-11.7405691886505
59153491,1025,18911.4,2.32705354690552,2,2,1,"2018-05",-9.33986036824255
59153492,314,2665.5,2.09276390075684,5,5,1,"2018-05",-10.1989045268294
59153498,767,9044.8,4.9704155921936,4,4,1,"2018-05",-3.05129770998045
59153499,1128,68363.6,5.1490364074707,2,2,1,"2018-05",2.14501164493273
59153500,401,11828.9,5.7890567779541,2,2,1,"2018-05",5.97907938943011
59153539,1199,7145.4,3.11170935630798,6,6,1,"2018-05",6.6494613822042
59153540,583,5789.5,2.87428116798401,2,2,1,"2018-05",1.08002173592791
59153552,950,3816.8,11.0387697219849,5,5,1,"2018-05",20.3005219020953
59153553,565,17879.7,8.75291347503662,2,2,1,"2018-05",57.5897669015979
59153562,387,7385.5,11.9118843078613,3,3,1,"2018-05",7.32615535184336
59153578,698,3221,11.8572731018066,8,8,1,"2018-05",-29.068492444205
59153579,450,27108.4,14.4858493804932,4,4,1,"2018-05",-0.0469774495737698
59153580,924,22814.8,16.8650684356689,4,4,1,"2018-05",13.9692908215384
59153581,846,21804.1,17.755069732666,2,2,1,"2018-05",26.193147118491
59153582,1078,29056.6,18.9739322662354,2,2,1,"2018-05",32.461191292597
59153583,1093,27601,18.9699993133545,1,1,1,"2018-05",31.2802651333253
59153584,1876,19664.6,16.6316051483154,5,5,1,"2018-05",-26.0936210362546
59153585,730,5721,15.679126739502,5,5,1,"2018-05",14.052779034567
59153586,1171,297.9,1.08775615692139,47,47,1,"2018-05",-5.56765988643559
59153587,753,49539.5,5.96207904815674,2,2,1,"2018-05",116.711037068004
59153588,920,28048.8,5.95549488067627,4,4,1,"2018-05",32.2953920138125
59153589,936,28536.6,5.95464134216309,3,3,1,"2018-05",20.1691943234681
59153590,434,24659.1,5.96000003814697,1,1,1,"2018-05",20.6477726540842
59153591,871,22623.4,4.1160044670105,4,4,1,"2018-05",17.725053575011
59153668,366,23018.9,22.7429180145264,3,3,1,"2018-05",92.3628776900664
59153669,513,30000,20.0504188537598,2,2,1,"2018-05",10.5245107130675
59153670,705,41964.3,23.8030433654785,2,2,1,"2018-05",73.1833469827745
59153671,419,26687.9,26.4099998474121,1,1,1,"2018-05",147.053329130862
59153672,657,41062.5,26.4099998474121,1,1,1,"2018-05",147.053329130862
59153673,669,37374.3,26.400297164917,2,2,1,"2018-05",146.700134860788
59153674,620,35838.2,26.319185256958,2,2,1,"2018-05",144.865625278658
59153675,727,41073.4,21.3965225219727,4,4,1,"2018-05",71.951743197328
59153676,832,26838.7,14.764253616333,2,2,1,"2018-05",70.088503703365
59153677,412,26753.2,6.07646226882935,2,2,1,"2018-05",-21.0539081003089
59153678,604,34712.6,10.4866304397583,3,3,1,"2018-05",-6.95200238830459
59153679,694,9612.2,20.0650157928467,4,4,1,"2018-05",31.0164056845009
59153680,758,29725.5,21.2000293731689,4,4,1,"2018-05",20.6137334822305
59153681,966,40588.2,19.7101402282715,2,2,1,"2018-05",6.21820853913476
59153682,741,14087.5,19.9444999694824,4,4,1,"2018-05",-14.797900230388
59153683,1353,34080.6,20.1249771118164,3,3,1,"2018-05",-5.91821873055338
59153684,769,11308.8,19.7252769470215,4,4,1,"2018-05",4.09528463647955
59153685,507,32088.6,9.96000003814697,2,2,1,"2018-05",2.18679062886489
59153686,869,3564.4,8.96319007873535,6,6,1,"2018-05",-8.27411894771857
59153687,617,8714.7,8.45167255401611,4,4,1,"2018-05",-19.2090506215335
59153688,788,19650.9,6.5091757774353,2,2,1,"2018-05",-28.2150570136497
59153689,829,2763.3,6.5006628036499,12,12,1,"2018-05",3.83663539784721
59153690,467,16738.4,3.71751070022583,4,4,1,"2018-05",-50.0448918910225
59153691,498,6475.9,6.31740999221802,4,4,1,"2018-05",-40.0311283377413
59153692,1393,18450.3,7.93704414367676,4,4,1,"2018-05",-21.676293778199
59153799,285,4734.2,2.79083847999573,3,3,1,"2018-05",-10.7278294430515
59153800,422,4153.5,3.0568151473999,3,3,1,"2018-05",10.6372109563286
59153801,364,4385.5,3.3353123664856,4,4,1,"2018-05",-7.29177649661682
59153805,707,5057.2,3.42957997322083,6,6,1,"2018-05",-8.56576397132715
59153806,549,5371.8,3.55477213859558,5,5,1,"2018-05",-10.0641906814967
59153807,410,7495.4,3.99000024795532,1,1,1,"2018-05",5.55555625637431
59153809,853,7096.5,3.54701137542725,5,5,1,"2018-05",-9.49397332947871
59153810,329,2945.4,3.08254146575928,5,5,1,"2018-05",-0.888750632998302
59153812,472,1509.9,3.10791540145874,9,9,1,"2018-05",-6.89479813903049
59153814,365,5685.4,3.55999994277954,2,2,1,"2018-05",7.55485349232041
59153815,692,7529.9,3.55334258079529,2,2,1,"2018-05",16.1206892320217
59153816,408,6845.6,3.3337824344635,3,3,1,"2018-05",2.12762709607672
59153818,788,5815.5,4.42408657073975,5,5,1,"2018-05",24.3677563566853
59153821,435,6075.4,3.28703331947327,4,4,1,"2018-05",-26.2779163200732
59153825,752,6499.6,3.28420495986938,3,3,1,"2018-05",-16.1311585202504
59153826,520,4985.6,3.2845733165741,3,3,1,"2018-05",-14.2441228757031
59153831,590,7642.5,5.55961990356445,4,4,1,"2018-05",25.5775885921977
59153832,3241,35113.8,5.63086938858032,2,2,1,"2018-05",2.97151686669399
59153833,369,5332.4,13.4242353439331,5,5,1,"2018-05",-11.796960575685
59153834,3714,17036.7,20.4598693847656,8,8,1,"2018-05",41.9810089554927
59153835,307,17344.6,5.96999979019165,1,1,1,"2018-05",-22.5680964895755
59153836,244,13555.6,5.96838998794556,3,3,1,"2018-05",-14.5520952403318
59153838,367,13745.3,6.07012796401978,2,2,1,"2018-05",-46.3925365834636
59153839,1340,15296.8,8.70287609100342,5,5,1,"2018-05",-8.4543358464779
59153843,2110,42626.3,13.7251291275024,4,4,1,"2018-05",-74.8140362128881
59153845,3009,7322.9,25.2466449737549,8,8,1,"2018-05",-37.0487659116204
59153846,2012,40977.6,18.5848331451416,4,4,1,"2018-05",3.43724469257787
59153847,1328,26991.9,16.5904960632324,2,2,1,"2018-05",-15.2541164098223
59153849,839,24109.2,19.9861145019531,4,4,1,"2018-05",-0.422041813414521
59153851,374,23821.7,20.9157676696777,2,2,1,"2018-05",22.1242807332963
59153852,1203,24303,20.9941310882568,2,2,1,"2018-05",46.6163300811563
59153955,656,18375.4,6.06234836578369,3,3,1,"2018-05",43.5914342534087
59153956,954,19875,6.05447435379028,4,4,1,"2018-05",-5.02880516352253
59153986,1263,24195.4,4.65431785583496,4,4,1,"2018-05",-33.9857291183662
59153987,1333,15446.1,6.46435165405273,4,4,1,"2018-05",-6.32546903848503
59153988,1175,22169.8,5.3187403678894,2,2,1,"2018-05",5.32325821848912
59153989,501,14073,5.70537090301514,4,4,1,"2018-05",-7.91048844954901
59153990,704,19340.7,4.48999977111816,2,2,1,"2018-05",10.2877947681238
59153991,1115,10136.4,4.51751327514648,3,3,1,"2018-05",-19.9579120361894
59153994,612,22750.9,12.6058006286621,2,2,1,"2018-05",-26.5442031052945
59153995,197,2747.6,18.8145160675049,6,6,1,"2018-05",-25.2652477691456
59153996,797,61307.7,12.6199989318848,1,1,1,"2018-05",-48.1937659454654
59153997,949,7260.9,19.8780994415283,4,4,1,"2018-05",-0.0560334923585088
59154000,1668,4425.6,17.3084983825684,9,9,1,"2018-05",-23.5682927911875
59154001,4685,16438.6,18.4305591583252,8,8,1,"2018-05",7.25918517651074
59154002,1248,36598.2,10.4877624511719,4,4,1,"2018-05",-19.6755003620626
59154026,68,2000,24.9711170196533,2,2,1,"2018-05",-19.8327185793479
59154027,1499,17697.8,27.007417678833,5,5,1,"2018-05",-48.2278931895693
59150307,632,2110.9,5.45835018157959,5,5,1,"2018-07",-3.7445480492719
59150308,501,4575.3,4.93830299377441,2,2,1,"2018-07",-13.0059789861042
59150309,745,6663.7,6.25337886810303,4,4,1,"2018-07",20.2954576934121
59150310,536,4895,5.10999965667725,1,1,1,"2018-07",0
59150311,532,6567.9,5.22728776931763,4,4,1,"2018-07",4.07032197631551
59150312,562,6445,6.10350751876831,2,2,1,"2018-07",-12.9201616285584
59150313,1088,6296.3,5.66682958602905,4,4,1,"2018-07",-4.19400431103496
59150328,556,2393.5,8.58237743377686,3,3,1,"2018-07",13.0966975491605
59150329,959,3109.6,5.71050453186035,8,8,1,"2018-07",38.879967788947
59150330,506,6462.3,4.65272045135498,4,4,1,"2018-07",29.8041629018987
59150331,782,5068,4.63443422317505,4,4,1,"2018-07",14.6518906371227
59150332,683,6103.7,4.52646827697754,4,4,1,"2018-07",10.6726499224112
59150333,541,5426.3,4.66436719894409,4,4,1,"2018-07",12.8380031526255
59150334,507,5767.9,4.45468807220459,4,4,1,"2018-07",9.79636890673954
59150335,618,6457.7,4.72293949127197,4,4,1,"2018-07",15.213493513083
59150336,597,4396.2,4.40717840194702,6,6,1,"2018-07",16.5965669792152
59150337,449,4586.3,4.36760473251343,3,3,1,"2018-07",20.7183292887548
59150338,513,6812.7,4.4446439743042,3,3,1,"2018-07",20.5871464919825
59150339,631,6498.5,4.40248203277588,3,3,1,"2018-07",19.5702313098059
59150340,581,7326.6,4.61396026611328,4,4,1,"2018-07",27.7919865342766
59150341,494,7635.2,4.93444967269897,3,3,1,"2018-07",-7.63110894625755
59150342,445,5548.6,4.73192405700684,6,6,1,"2018-07",-7.93127496942735
59150343,505,8305.9,4.92475080490112,3,3,1,"2018-07",-4.40037144075287
59150344,490,8419.2,4.41111898422241,2,2,1,"2018-07",12.599869869968
59150345,632,7400.5,5.40904855728149,3,3,1,"2018-07",24.8897322328025
59150346,418,6066.8,4.74892520904541,4,4,1,"2018-07",14.5816612608101
59150347,542,8262.2,5.59201288223267,4,4,1,"2018-07",25.1262059639507
59150348,569,14515.3,7.81645393371582,2,2,1,"2018-07",13.7476806073097
59150349,411,11480.4,7.96000003814697,1,1,1,"2018-07",10.0968190476855
59150350,572,5607.8,8.74941730499268,4,4,1,"2018-07",21.3181164279449
59150351,415,14664.3,7.06160593032837,2,2,1,"2018-07",49.8294024675231
59150352,771,13743.3,8.34328746795654,2,2,1,"2018-07",26.1215351368199
59150353,490,11807.2,6.38396596908569,2,2,1,"2018-07",48.0521481093535
59150354,549,12767.4,5.97483539581299,2,2,1,"2018-07",38.5001078807794
59150355,519,18872.7,6.20020580291748,4,4,1,"2018-07",43.9359387043414
59150356,479,5622.1,5.40288114547729,4,4,1,"2018-07",25.0152867206227
59150357,924,10620.7,6.19875526428223,2,2,1,"2018-07",43.9616903399936
59150358,545,6278.8,5.92406749725342,4,4,1,"2018-07",34.7323208475609
59150359,496,11753.6,6.27252864837646,6,6,1,"2018-07",32.900752044843
59150360,642,7287.2,5.78921365737915,3,3,1,"2018-07",2.18849679850319
59150361,524,9323.8,5.5947265625,2,2,1,"2018-07",-7.47067734065508
59150362,427,7625,5.88629341125488,2,2,1,"2018-07",7.31356363698629
59150363,480,4938.3,4.80897426605225,4,4,1,"2018-07",14.3952838764374
59150364,493,8529.4,4.27725648880005,4,4,1,"2018-07",26.0961846306315
59150365,361,5348.1,3.89297962188721,4,4,1,"2018-07",33.9564706322469
59150366,636,5422,4.27660894393921,3,3,1,"2018-07",44.9697923665159
59150367,1245,12266,4.08418655395508,5,5,1,"2018-07",40.1355878516739
59150368,509,6869.1,4.4978928565979,4,4,1,"2018-07",53.1544630384082
59150369,537,6929,4.52173328399658,3,3,1,"2018-07",29.3888328890297
59150370,1317,11624,4.58437633514404,4,4,1,"2018-07",25.3869412638055
59150371,535,7514,4.71598529815674,4,4,1,"2018-07",54.806688432173
59150372,709,7227.3,4.85538864135742,3,3,1,"2018-07",39.3677316887761
59150373,719,6129.6,4.60645246505737,6,6,1,"2018-07",27.539837257979
59150375,474,6422.8,4.26811838150024,3,3,1,"2018-07",24.5177834345408
59150376,465,6888.9,4.27234315872192,4,4,1,"2018-07",28.1206386303527
59150377,503,7518.7,3.88378214836121,2,2,1,"2018-07",16.9813839623299
59150378,862,14887.7,3.84000015258789,1,1,1,"2018-07",15.6626575241278
59150379,578,7234,3.83062148094177,4,4,1,"2018-07",15.3801674086247
59150380,591,10404.9,3.81184506416321,2,2,1,"2018-07",14.8146044298456
59150381,638,8775.8,3.81578516960144,2,2,1,"2018-07",13.350287590386
59150382,583,8740.6,3.94960975646973,4,4,1,"2018-07",17.3715749869954
59150383,538,8485.8,4.0140061378479,4,4,1,"2018-07",16.5207742904596
59150384,468,8055.1,4.05999994277954,2,2,1,"2018-07",19.175550194595
59150385,512,7441.9,4.17914724349976,2,2,1,"2018-07",19.6330489872942
59150386,586,5250.9,4.15719032287598,4,4,1,"2018-07",17.7743447089314
59150387,482,7566.7,4.28237676620483,4,4,1,"2018-07",15.6678894436507
59150388,787,2799.7,4.54141807556152,6,6,1,"2018-07",8.52645479644477
59150389,702,6868.9,4.35675191879272,4,4,1,"2018-07",16.0460443939001
59150390,601,5235.2,4.13337755203247,2,2,1,"2018-07",5.26000644918315
59150391,516,7701.5,4.7626051902771,3,3,1,"2018-07",25.1604400605858
59150392,503,3674.2,4.66786813735962,3,3,1,"2018-07",20.9656836946793
59150393,596,7137.7,4.57000017166138,1,1,1,"2018-07",18.7013061003575
59150394,617,7820,4.56999969482422,2,2,1,"2018-07",34.4229408054884
59150395,748,9432.5,4.62403059005737,4,4,1,"2018-07",34.6055533199864
59150396,660,5246.4,5.0627293586731,4,4,1,"2018-07",32.7381815617762
59150397,456,7651,5.01370048522949,2,2,1,"2018-07",25.408343749249
59150398,492,7687.5,5.00089025497437,4,4,1,"2018-07",27.5073678305634
59150399,478,7320.1,4.83136463165283,2,2,1,"2018-07",28.8363901774088
59150400,711,7414,4.62761306762695,6,6,1,"2018-07",23.990273757543
59150401,623,6720.6,5.07503271102905,2,2,1,"2018-07",23.2260469006489
59150402,702,4117.3,4.40161371231079,4,4,1,"2018-07",20.3565458099158
59150403,649,6838.8,4.75270509719849,4,4,1,"2018-07",26.3934125731276
59150404,537,9538.2,5.21770095825195,2,2,1,"2018-07",32.9767942544772
59150405,473,7221.4,5.83461856842041,3,3,1,"2018-07",46.0123188417038
59150406,739,6621.9,5.46825122833252,5,5,1,"2018-07",37.1254245054418
59150407,767,7899.1,5.06549310684204,4,4,1,"2018-07",5.65248417044066
59150408,753,9194.1,5.2557487487793,6,6,1,"2018-07",4.93427294097008
59150409,482,8087.2,5.03378248214722,4,4,1,"2018-07",2.67079465893591
59150410,581,6693.5,4.67253398895264,2,2,1,"2018-07",1.79070991517393
59150412,448,7593.2,4.17582750320435,4,4,1,"2018-07",9.85512978595673
59150414,649,9140.8,4.03730297088623,4,4,1,"2018-07",13.5123964089069
59150415,886,7540.4,4.29912710189819,4,4,1,"2018-07",8.99022941877627
59150416,663,7424.4,3.91268229484558,2,2,1,"2018-07",10.2770240876077
59150417,484,6816.9,4.22920417785645,4,4,1,"2018-07",16.7516694894904
59150419,447,4890.6,3.86986351013184,4,4,1,"2018-07",14.8418731114705
59150420,556,6457.6,4.32409143447876,4,4,1,"2018-07",-9.68455195872867
59150421,642,6400.8,4.83947229385376,5,5,1,"2018-07",-1.15367200571347
59150422,894,10275.9,3.82241582870483,2,2,1,"2018-07",33.1525285101879
59150423,468,3518.8,4.96044778823853,4,4,1,"2018-07",2.76671989662898
59150424,862,5727.6,3.25795984268188,4,4,1,"2018-07",17.6590717530636
59150425,388,4439.4,4.37628173828125,4,4,1,"2018-07",7.99138773163604
59150426,634,2536,3.3439826965332,7,7,1,"2018-07",10.4679645045243
59150427,568,5541.5,4.26389789581299,4,4,1,"2018-07",10.3193781579267
59150428,589,3918.8,4.77452754974365,4,4,1,"2018-07",6.33677508768107
59150429,562,5137.1,4.24300670623779,3,3,1,"2018-07",15.2693778840078
59150430,545,6550.5,4.8206148147583,4,4,1,"2018-07",22.3768428287634
59150431,600,5763.7,5.02303647994995,4,4,1,"2018-07",41.238947094478
59150432,878,6626.4,5.25296115875244,6,6,1,"2018-07",29.4072953416226
59150433,496,7873,5.5133752822876,3,3,1,"2018-07",23.1723152138725
59150434,477,6943.2,5.81664514541626,3,3,1,"2018-07",29.7905308495381
59150435,598,8704.5,6.04159116744995,3,3,1,"2018-07",30.2943469104011
59150436,776,7152.1,5.92953157424927,6,6,1,"2018-07",21.9107226696593
59150437,1252,12061.7,6.47434902191162,7,7,1,"2018-07",26.7741024680518
59150438,819,9285.7,5.94650316238403,2,2,1,"2018-07",10.6289366033485
59150439,507,4941.5,5.6077995300293,6,6,1,"2018-07",4.58822217396168
59150440,642,5676.4,5.24609470367432,4,4,1,"2018-07",2.00258449440589
59150441,651,5641.2,4.71838569641113,3,3,1,"2018-07",-9.70619206742315
59150442,641,6116.4,4.95830106735229,6,6,1,"2018-07",3.63020769072986
59150443,690,5817.9,4.32040691375732,2,2,1,"2018-07",37.9611463479437
59150444,764,7527.1,4.66561222076416,2,2,1,"2018-07",51.1216590225457
59150445,627,7108.8,4.21919059753418,8,8,1,"2018-07",32.54605183331
59150446,507,6057.3,4.13542032241821,2,2,1,"2018-07",33.8735187261662
59150447,693,8794.4,4.19750213623047,4,4,1,"2018-07",26.611008144539
59150448,636,6278.4,4.06773614883423,2,2,1,"2018-07",40.7061549142146
59150449,617,5215.6,3.8529052734375,6,6,1,"2018-07",42.6603473371316
59150450,575,4107.1,4.1808705329895,4,4,1,"2018-07",20.8204870840247
59150451,506,6239.2,3.79508972167969,2,2,1,"2018-07",20.9895847664232
59150452,424,5083.9,3.47428202629089,5,5,1,"2018-07",16.4977916321136
59150453,632,6112.2,3.93109583854675,2,2,1,"2018-07",32.3937124069258
59150454,683,4526.2,4.28843832015991,4,4,1,"2018-07",43.9144639724459
59150455,822,5425.7,4.63100004196167,4,4,1,"2018-07",41.3455236232346
59150457,731,5285.6,5.56331491470337,4,4,1,"2018-07",52.8422517929996
59150459,678,6759.7,5.76024913787842,4,4,1,"2018-07",41.0192345788859
59150460,516,8113.2,5.70182037353516,3,3,1,"2018-07",42.5303194397
59150461,369,8443.9,5.65499782562256,2,2,1,"2018-07",39.6295858050865
59150462,449,10490.7,5.30000019073486,1,1,1,"2018-07",30.8642114849473
59150463,555,5787.3,4.9072093963623,4,4,1,"2018-07",27.8183490618648
59150465,518,7719.8,4.66580104827881,4,4,1,"2018-07",29.4517154423349
59150466,481,8016.7,4.85070085525513,2,2,1,"2018-07",37.3596566500427
59150468,564,6706.3,4.5618634223938,2,2,1,"2018-07",34.1724498363818
59150469,641,7798.1,4.28354358673096,4,4,1,"2018-07",22.8981652029439
59150470,578,9059.6,4.61506223678589,4,4,1,"2018-07",29.24128579929
59150471,634,8544.5,4.21516942977905,3,3,1,"2018-07",13.7292640814223
59150472,472,8054.6,4.26666784286499,4,4,1,"2018-07",5.97898174864198
59150473,658,7852,4.64094829559326,2,2,1,"2018-07",6.00135377316621
59150474,649,7707.8,4.68202114105225,4,4,1,"2018-07",4.98018412703047
59150475,696,8477.5,4.84999990463257,1,1,1,"2018-07",8.74439155044573
59150476,896,5848.6,5.10108041763306,5,5,1,"2018-07",15.4387220069429
59150477,615,7834.4,5.12041234970093,6,6,1,"2018-07",16.5286637440136
59150478,765,7758.6,5.07845878601074,2,2,1,"2018-07",13.6120465913612
59150479,472,2862.3,5.07188749313354,4,4,1,"2018-07",18.1124407551097
59150480,535,8346.3,4.4759316444397,4,4,1,"2018-07",11.1255555266169
59150481,477,8457.4,4.37390613555908,2,2,1,"2018-07",8.7392348377295
59150482,846,9505.6,5.09614038467407,4,4,1,"2018-07",-11.2951811353896
59150483,502,8422.8,4.07855558395386,2,2,1,"2018-07",0.705083261071828
59150484,697,7676.2,6.4031810760498,4,4,1,"2018-07",-14.0060538299949
59150485,538,3907,5.33634996414185,4,4,1,"2018-07",-3.26763144303714
59150486,585,9766.3,5.65110969543457,4,4,1,"2018-07",4.95015520376281
59150487,437,2629.4,5.02283668518066,5,5,1,"2018-07",11.8186232246058
59150488,472,6742.9,8.86077690124512,4,4,1,"2018-07",46.7004818465774
59150489,572,4758.7,7.20376300811768,2,2,1,"2018-07",-18.9678678554008
59150490,524,5586.4,7.40114974975586,2,2,1,"2018-07",4.39599102782931
59150491,470,15932.2,7.31569671630859,3,3,1,"2018-07",8.1818638870275
59150492,576,8067.2,6.50609874725342,2,2,1,"2018-07",0.936700721382357
59150493,464,12817.7,7.34234714508057,4,4,1,"2018-07",14.1422598732606
59150494,404,15419.8,6.96130180358887,2,2,1,"2018-07",8.58171336760951
59150495,635,992.3,8.62263298034668,11,11,1,"2018-07",33.5296073176376
59150496,599,17163.3,8.14078903198242,4,4,1,"2018-07",26.7715616893447
59150497,624,20064.3,8.67990875244141,2,2,1,"2018-07",35.4994380332571
59150498,600,15957.4,8.19882011413574,4,4,1,"2018-07",42.6893359584899
59150499,629,17818.7,8.38648700714111,2,2,1,"2018-07",72.4535898983127
59150500,722,15833.3,8.67000007629395,2,2,1,"2018-07",78.3944982977654
59150503,527,12370.9,8.24092769622803,4,4,1,"2018-07",-28.1393666875758
59150504,1013,4640.4,4.02471113204956,5,5,1,"2018-07",51.2473235160197
59150505,646,6140.7,4.34799766540527,5,5,1,"2018-07",29.0494840942871
59150506,386,4478,3.66205024719238,2,2,1,"2018-07",6.57458547818723
59150507,474,3220.1,3.89537644386292,4,4,1,"2018-07",0.764230631675654
59150508,464,3668,3.47636222839355,4,4,1,"2018-07",-12.7040675601543
59150509,427,2583.2,3.02537631988525,4,4,1,"2018-07",21.0300924501859
59150510,459,2462.4,3.15443158149719,5,5,1,"2018-07",-2.33987565217072
59150511,346,2709.5,3.5745108127594,6,6,1,"2018-07",-2.01411563870019
59150512,459,2075,3.40065836906433,4,4,1,"2018-07",8.92357424074251
59150513,471,2783.7,3.7130868434906,4,4,1,"2018-07",11.5455371406861
59150514,608,3018.9,3.76428079605103,6,6,1,"2018-07",16.1798984571665
59150515,383,1847.6,4.15151071548462,6,6,1,"2018-07",23.0054656543681
59150516,471,3062.4,4.58945608139038,4,4,1,"2018-07",40.1268784150769
59150517,406,2976.5,4.43607997894287,3,3,1,"2018-07",47.869332631429
59150518,414,3174.8,4.66936731338501,4,4,1,"2018-07",31.2788062181044
59150519,403,2583.3,4.15812826156616,6,6,1,"2018-07",24.6288671816717
59150520,1012,6155.7,4.76942110061646,6,6,1,"2018-07",8.38221288799221
59150521,608,3855.4,4.74243021011353,4,4,1,"2018-07",15.4525835274552
59150522,585,4791.2,4.05194473266602,3,3,1,"2018-07",24.9108595299954
59150523,613,5239.3,4.66104507446289,6,6,1,"2018-07",38.7908569372606
59150524,502,5796.8,4.55924654006958,3,3,1,"2018-07",35.2767682469819
59150525,523,6339.4,4.91691732406616,2,2,1,"2018-07",15.1743018966215
59150526,559,6817.1,4.82615900039673,4,4,1,"2018-07",22.1418263259175
59150527,561,8806.9,5.06767463684082,4,4,1,"2018-07",18.5501073709059
59150528,552,7206.3,5.03748607635498,4,4,1,"2018-07",18.1219014224666
59150529,537,5587.9,5.10933065414429,4,4,1,"2018-07",18.0646705314742
59150530,581,11785,5.04678344726562,2,2,1,"2018-07",19.2389614187895
59150531,757,4358.1,4.98009061813354,4,4,1,"2018-07",18.6566427395624
59150532,595,6356.8,5.00690269470215,3,3,1,"2018-07",16.3026383602008
59150533,620,6391.8,4.90948677062988,2,2,1,"2018-07",21.715618595219
59150534,535,5437,3.98330307006836,6,6,1,"2018-07",26.5445161087038
59150535,599,6427,4.16799116134644,3,3,1,"2018-07",23.2812989561038
59150536,516,10320,4.04194116592407,4,4,1,"2018-07",30.057217679115
59150537,586,6666.7,4.11038780212402,2,2,1,"2018-07",37.777975970991
59150538,186,2336.7,4.2471079826355,3,3,1,"2018-07",45.72968895848
59150539,483,5149.3,3.93590641021729,2,2,1,"2018-07",31.6340805286929
